מגילת שיר השירים/א	0	<noinclude>{{ניווט טעמים|שיר השירים|א}}//{{טעמי המקרא באינטרנט}}//{{מ:שוליים|5}}//{{מ:טעמי המקרא}}//</noinclude>		
מגילת שיר השירים/א	א	{{מ:ספר חדש|שיר השירים}}	{{מ:פסוק|שיר השירים|א|א|סדר=א}}	"{{נוסח|{{מ:אות-ג|שִׁ֥}}יר|2==ל-גדולות ומ""ש (אות שי""ן גדולה), וכן בדפוסים וקורן{{ש}}א,ל,ק-מ=שִׁ֥יר (אות שי""ן רגילה)}} הַשִּׁירִ֖ים אֲשֶׁ֥ר לִשְׁלֹמֹֽה׃"
מגילת שיר השירים/א	ב	__	{{מ:פסוק|שיר השירים|א|ב}}	יִשָּׁקֵ֙נִי֙ מִנְּשִׁיק֣וֹת פִּ֔יהוּ כִּֽי־טוֹבִ֥ים דֹּדֶ֖יךָ מִיָּֽיִן׃
מגילת שיר השירים/א	ג	__	{{מ:פסוק|שיר השירים|א|ג}}	לְרֵ֙יחַ֙ שְׁמָנֶ֣יךָ טוֹבִ֔ים שֶׁ֖מֶן תּוּרַ֣ק שְׁמֶ֑ךָ עַל־כֵּ֖ן עֲלָמ֥וֹת אֲהֵבֽוּךָ׃
מגילת שיר השירים/א	ד	__	{{מ:פסוק|שיר השירים|א|ד}}	מׇשְׁכֵ֖נִי אַחֲרֶ֣יךָ נָּר֑וּצָה הֱבִיאַ֨נִי הַמֶּ֜לֶךְ חֲדָרָ֗יו נָגִ֤ילָה וְנִשְׂמְחָה֙ בָּ֔ךְ נַזְכִּ֤ירָה דֹדֶ֙יךָ֙ מִיַּ֔יִן מֵישָׁרִ֖ים אֲהֵבֽוּךָ׃
מגילת שיר השירים/א	ה	//{{נוסח|{{פפ}}|2=ל=פרשה סתומה}}//	{{מ:פסוק|שיר השירים|א|ה}}	שְׁחוֹרָ֤ה אֲנִי֙ וְֽנָאוָ֔ה בְּנ֖וֹת יְרוּשָׁל{{מ:ירושלם|ָ|֑}}ם {{מ:קמץ|ד=כְּאׇהֳלֵ֣י|ס=כְּאָהֳלֵ֣י}} קֵדָ֔ר כִּירִיע֖וֹת שְׁלֹמֹֽה׃
מגילת שיר השירים/א	ו	__	{{מ:פסוק|שיר השירים|א|ו}}	"אַל־תִּרְא֙וּנִי֙ שֶׁאֲנִ֣י שְׁחַרְחֹ֔רֶת {{נוסח|שֶׁשְּׁזָפַ֖תְנִי|2==א ובדפוסים{{ש}}ל!=שֶׁשֱּׁזָפַ֖תְנִי (חטף סגול בשי""ן)}} הַשָּׁ֑מֶשׁ בְּנֵ֧י אִמִּ֣י נִֽחֲרוּ־בִ֗י שָׂמֻ֙נִי֙ נֹטֵרָ֣ה אֶת־הַכְּרָמִ֔ים כַּרְמִ֥י שֶׁלִּ֖י לֹ֥א נָטָֽרְתִּי׃"
מגילת שיר השירים/א	ז	__	{{מ:פסוק|שיר השירים|א|ז}}	הַגִּ֣ידָה לִּ֗י {{נוסח|שֶׁ֤אָֽהֲבָה֙|2==א (געיה){{ש}}ל=שֶׁ֤אָהֲבָה֙ (אין געיה)}} נַפְשִׁ֔י אֵיכָ֣ה תִרְעֶ֔ה אֵיכָ֖ה תַּרְבִּ֣יץ {{מ:קמץ|ד=בַּֽצׇּהֳרָ֑יִם|ס=בַּֽצָּהֳרָ֑יִם}} שַׁלָּמָ֤ה אֶֽהְיֶה֙ כְּעֹ֣טְיָ֔ה עַ֖ל עֶדְרֵ֥י חֲבֵרֶֽיךָ׃
מגילת שיר השירים/א	ח	__	{{מ:פסוק|שיר השירים|א|ח}}	אִם־לֹ֤א {{נוסח|תֵֽדְעִי֙|2==א (געיה){{ש}}ל=תֵדְעִי֙ (אין געיה)}} לָ֔ךְ הַיָּפָ֖ה בַּנָּשִׁ֑ים צְֽאִי־לָ֞ךְ בְּעִקְבֵ֣י הַצֹּ֗אן וּרְעִי֙ אֶת־גְּדִיֹּתַ֔יִךְ עַ֖ל מִשְׁכְּנ֥וֹת הָרֹעִֽים׃
מגילת שיר השירים/א	ט	//{{נוסח|{{פפ}}|2=ל=פרשה סתומה}}//	{{מ:פסוק|שיר השירים|א|ט}}	{{נוסח|לְסֻֽסָתִי֙|2==א (געיה){{ש}}ל=לְסֻסָתִי֙ (אין געיה)}} בְּרִכְבֵ֣י פַרְעֹ֔ה דִּמִּיתִ֖יךְ רַעְיָתִֽי׃
מגילת שיר השירים/א	י	__	{{מ:פסוק|שיר השירים|א|י}}	נָאו֤וּ לְחָיַ֙יִךְ֙ בַּתֹּרִ֔ים צַוָּארֵ֖ךְ בַּחֲרוּזִֽים׃
מגילת שיר השירים/א	יא	__	{{מ:פסוק|שיר השירים|א|יא}}	תּוֹרֵ֤י זָהָב֙ {{נוסח|נַֽעֲשֶׂה־לָּ֔ךְ|2==א (געיה){{ש}}ל=נַעֲשֶׂה־לָּ֔ךְ (אין געיה)}} עִ֖ם נְקֻדּ֥וֹת הַכָּֽסֶף׃
מגילת שיר השירים/א	יב	__	{{מ:פסוק|שיר השירים|א|יב}}	עַד־שֶׁ֤הַמֶּ֙לֶךְ֙ בִּמְסִבּ֔וֹ נִרְדִּ֖י נָתַ֥ן רֵיחֽוֹ׃
מגילת שיר השירים/א	יג	__	{{מ:פסוק|שיר השירים|א|יג}}	צְר֨וֹר הַמֹּ֤ר{{מ:פסק}}דּוֹדִי֙ לִ֔י בֵּ֥ין שָׁדַ֖י יָלִֽין׃
מגילת שיר השירים/א	יד	__	{{מ:פסוק|שיר השירים|א|יד}}	אֶשְׁכֹּ֨ל הַכֹּ֤פֶר{{מ:פסק}}דּוֹדִי֙ לִ֔י בְּכַרְמֵ֖י עֵ֥ין גֶּֽדִי׃
מגילת שיר השירים/א	טו	//{{סס}}	{{מ:פסוק|שיר השירים|א|טו}}	הִנָּ֤ךְ יָפָה֙ רַעְיָתִ֔י הִנָּ֥ךְ יָפָ֖ה עֵינַ֥יִךְ יוֹנִֽים׃
מגילת שיר השירים/א	טז	__	{{מ:פסוק|שיר השירים|א|טז}}	הִנְּךָ֨ יָפֶ֤ה דוֹדִי֙ אַ֣ף נָעִ֔ים אַף־עַרְשֵׂ֖נוּ רַעֲנָנָֽה׃
מגילת שיר השירים/א	יז	__	{{מ:פסוק|שיר השירים|א|יז}}	"קֹר֤וֹת בָּתֵּ֙ינוּ֙ אֲרָזִ֔ים {{כו""ק|רחיטנו|רַהִיטֵ֖נוּ}} בְּרוֹתִֽים׃"
מגילת שיר השירים/א	תתת	<noinclude>//{{מ:טעמי המקרא-סוף}}//{{מ:שוליים-סוף}}//==הפרק ללא אותיות הפסוקים==//{{מ:טעמי המקרא}}//{{#בלי קטע:{{שם הדף המלא}}|סימן}}//{{מ:טעמי המקרא-סוף}}//{{בסיס-משתמש|שם=משתמש:Dovi/תורה על פי המסורה/מגילת שיר השירים}}//</noinclude>		
